food_id,Dish Name,Calories (kcal),Carbohydrates (g),Protein (g),Fats (g),Free Sugar (g),Fibre (g),Sodium (mg),Calcium (mg),Iron (mg),Vitamin C (mg),Folate (µg),source
IND-0678,Tomato ginger chutney (Tamatar adarak ki chutney),44.66,9.11,1.05,0.32,6.31,2.14,209.42,23.63,1.08,3.65,2.29,Indian Food Nutrition dataset provided by user
IND-0679,Mint tomato chutney (Pudinay aur tamatar ki chutney),43.65,8.22,1.53,0.36,5.48,2.63,183.98,47.59,2.06,4.07,4.94,Indian Food Nutrition dataset provided by user
IND-0680,Coriander chutney (Hare dhaniye ki chutney),42.86,8.16,1.38,0.37,5.5,2.47,186.64,39.8,1.63,4.24,3.57,Indian Food Nutrition dataset provided by user
IND-0681,Gooseberry chutney (Amla chutney),43.02,8.83,1.44,0.62,0.06,4.58,215.09,46.4,1.22,4.84,2.23,Indian Food Nutrition dataset provided by user
IND-0682,Walnut chutney (Akhrot ki chutney),370.43,8.91,9.44,33.46,4.4,3.04,160.0,119.57,1.77,1.33,4.63,Indian Food Nutrition dataset provided by user
IND-0683,Saunth/Sonth chutney with ginger,84.22,20.62,0.28,0.11,19.04,0.31,222.53,15.17,0.7,0.0,0.51,Indian Food Nutrition dataset provided by user
IND-0684,Gun powder chutney,312.34,47.65,21.55,2.67,1.16,13.95,195.67,68.87,5.14,0.02,14.27,Indian Food Nutrition dataset provided by user
IND-0685,Dessicated coconut chutney (Sookhe kase nariyal ki chutney),346.36,36.72,12.88,15.88,10.41,13.16,321.07,73.55,5.44,0.15,10.69,Indian Food Nutrition dataset provided by user
IND-0686,Curd mint dip,76.13,9.11,4.82,2.44,7.83,0.77,222.77,172.79,0.82,3.28,7.82,Indian Food Nutrition dataset provided by user
IND-0687,Curd vegetable dip,56.21,6.04,3.88,1.94,5.42,0.63,132.48,129.58,0.37,4.53,5.78,Indian Food Nutrition dataset provided by user
IND-0688,Mayonnaise vegetable dip,241.27,4.8,3.01,23.44,4.39,0.41,119.58,91.42,0.28,4.58,7.03,Indian Food Nutrition dataset provided by user
IND-0689,Tomato and cucumber sandwich (Tamatar aur kheere ka sandwich),150.68,20.51,4.03,6.31,1.79,2.1,222.22,76.75,1.15,7.12,17.26,Indian Food Nutrition dataset provided by user
IND-0690,Tomato sandwich (grilled),189.92,21.29,6.26,9.39,2.58,1.91,420.6,150.9,0.88,8.91,16.85,Indian Food Nutrition dataset provided by user
IND-0691,French sandwich (toasted),186.75,14.82,6.82,11.51,1.82,1.37,274.68,100.73,1.24,6.66,29.24,Indian Food Nutrition dataset provided by user
IND-0692,Peanut butter cucumber sandwich,243.33,29.76,9.04,10.56,2.91,3.35,460.09,95.35,1.32,0.92,16.53,Indian Food Nutrition dataset provided by user
IND-0693,Mint and peanut sandwich,273.59,31.83,7.18,13.88,2.78,3.67,453.3,114.99,1.7,1.75,15.62,Indian Food Nutrition dataset provided by user
IND-0694,Spicy chutney sandwich,249.58,34.03,8.74,9.58,3.96,3.73,315.4,154.53,1.51,0.21,23.71,Indian Food Nutrition dataset provided by user
IND-0695,Chicken walnut sandwich (Chicken aur akhrot ke sandwich),285.78,22.62,12.58,16.77,1.77,1.53,287.39,78.45,1.12,0.0,12.99,Indian Food Nutrition dataset provided by user
IND-0696,Rolled sandwich,293.07,34.69,6.45,15.29,2.7,2.07,321.57,117.68,1.23,0.91,5.61,Indian Food Nutrition dataset provided by user
IND-0697,Ribbon sandwich,239.26,24.76,6.26,13.37,4.66,2.92,382.11,157.85,1.05,4.55,10.44,Indian Food Nutrition dataset provided by user
IND-0698,Checker board sandwich,348.37,25.94,7.37,24.65,2.9,2.22,358.25,188.02,1.11,0.05,8.52,Indian Food Nutrition dataset provided by user
IND-0699,Submarine sandwich,216.92,13.6,6.09,15.32,2.5,1.24,254.28,72.35,1.23,21.43,36.34,Indian Food Nutrition dataset provided by user
IND-0700,Cheese open sandwich,274.07,28.42,9.84,14.24,3.24,1.74,504.41,256.25,1.22,0.6,12.93,Indian Food Nutrition dataset provided by user
IND-0701,Sunset and sunrise open sandwich,241.31,18.89,8.58,15.14,1.95,1.39,381.29,114.07,1.28,3.86,26.36,Indian Food Nutrition dataset provided by user
IND-0702,Danish luncheon sandwich,193.82,17.77,9.03,10.1,1.13,1.52,365.63,77.13,1.27,2.35,25.88,Indian Food Nutrition dataset provided by user
IND-0703,Chicken and corn open sandwich,188.16,19.21,8.63,8.83,2.48,1.67,226.72,65.13,0.8,2.12,14.16,Indian Food Nutrition dataset provided by user
IND-0704,Chocolate sponge cake,239.86,39.54,9.13,5.51,25.0,0.52,61.47,33.99,1.81,0.0,19.87,Indian Food Nutrition dataset provided by user
IND-0705,Chocolate swiss roll,306.08,26.97,6.01,19.76,18.83,0.29,44.53,42.79,1.08,0.19,8.91,Indian Food Nutrition dataset provided by user
IND-0706,Lemon curd filling,225.62,26.41,3.43,12.58,26.13,0.0,34.9,16.39,0.6,0.64,3.21,Indian Food Nutrition dataset provided by user
IND-0707,Jam filling,184.62,46.15,0.0,0.0,41.54,0.0,0.0,0.0,0.0,0.0,0.0,Indian Food Nutrition dataset provided by user
IND-0708,Chocolate pastry,243.37,32.24,7.05,10.12,22.34,0.32,46.54,50.7,1.44,0.25,17.22,Indian Food Nutrition dataset provided by user
IND-0709,Assorted pastry,230.74,31.99,6.78,8.91,19.7,0.43,49.99,47.2,0.94,0.25,15.61,Indian Food Nutrition dataset provided by user
IND-0710,Orange gateau,178.05,27.01,4.78,6.02,18.33,0.68,80.41,41.69,0.89,10.49,15.12,Indian Food Nutrition dataset provided by user
IND-0711,Black forest gateau,217.82,30.57,5.94,8.58,21.97,0.28,79.37,46.79,1.09,143.5,10.98,Indian Food Nutrition dataset provided by user
IND-0712,Lemon cake,373.85,43.1,5.29,20.63,25.84,0.62,151.29,32.77,0.91,2.44,9.0,Indian Food Nutrition dataset provided by user
IND-0713,Dundee cake,396.62,41.4,7.78,22.7,21.3,1.81,182.74,58.11,1.57,0.07,9.22,Indian Food Nutrition dataset provided by user
IND-0714,Victorian sandwich cake,373.09,44.74,5.18,19.83,28.18,0.59,145.28,36.25,0.86,0.08,8.66,Indian Food Nutrition dataset provided by user
IND-0715,Chocolate eggless cake,312.01,43.45,6.66,13.19,34.2,0.32,196.61,185.38,0.95,2.67,14.7,Indian Food Nutrition dataset provided by user
IND-0716,Orange eggless cake,355.62,52.65,7.16,13.82,37.87,0.56,226.28,205.84,0.52,3.47,13.72,Indian Food Nutrition dataset provided by user
IND-0717,Chocolate glace icing,436.29,62.43,3.22,20.8,59.88,0.0,8.66,26.75,2.04,0.0,1.52,Indian Food Nutrition dataset provided by user
IND-0718,Butter icing,500.72,71.64,0.19,25.37,71.64,0.0,5.98,12.48,0.14,0.0,0.0,Indian Food Nutrition dataset provided by user
IND-0719,Chocolate butter icing,469.59,61.72,3.21,24.77,59.82,0.0,4.99,31.87,1.85,0.0,1.22,Indian Food Nutrition dataset provided by user
IND-0720,Almond biscuit (Badam ke biscuit),407.74,52.14,6.25,19.7,22.19,1.5,151.76,44.05,1.11,0.03,2.28,Indian Food Nutrition dataset provided by user
IND-0721,Orange biscuit,354.78,62.11,3.63,11.01,42.63,0.75,259.14,20.35,0.77,1.36,5.1,Indian Food Nutrition dataset provided by user
IND-0722,Gingerman biscuit,357.43,55.24,6.26,12.73,21.64,2.0,918.57,41.35,1.59,3.65,4.91,Indian Food Nutrition dataset provided by user
IND-0723,Coffee drops,443.07,43.06,7.57,27.16,18.27,1.88,88.17,57.09,1.48,0.03,2.72,Indian Food Nutrition dataset provided by user
IND-0724,Christmas biscuit,406.07,60.97,5.67,15.88,26.01,2.17,127.36,29.07,1.2,0.0,2.42,Indian Food Nutrition dataset provided by user
IND-0725,Christmas wreath biscuit,386.05,58.07,5.43,15.01,24.89,2.28,120.2,29.71,1.21,2.28,2.53,Indian Food Nutrition dataset provided by user
IND-0726,Christmas bell biscuit,404.85,60.79,5.66,15.84,25.94,2.33,127.01,32.0,1.22,0.0,2.42,Indian Food Nutrition dataset provided by user
IND-0727,Christmas star biscuit,392.03,74.54,3.54,10.04,53.05,1.47,76.09,22.75,0.96,0.01,2.69,Indian Food Nutrition dataset provided by user
IND-0728,Christmas tree biscuit,385.63,58.41,5.43,15.0,24.77,2.65,120.45,35.04,1.18,1.61,2.58,Indian Food Nutrition dataset provided by user
IND-0729,Chocolate cream shells,427.17,59.26,5.1,19.34,34.72,0.9,126.84,28.53,1.08,0.0,2.42,Indian Food Nutrition dataset provided by user
IND-0730,Jelly biscuit,404.61,55.24,4.23,19.33,29.76,2.02,110.57,36.46,1.19,0.03,1.69,Indian Food Nutrition dataset provided by user
IND-0731,Cherry and walnut cookies,422.6,59.35,5.63,18.75,30.37,1.3,114.62,46.27,1.31,0.0,2.49,Indian Food Nutrition dataset provided by user
IND-0732,Cheese straws,382.0,30.61,9.83,24.28,1.79,1.29,587.42,160.64,1.29,0.0,2.35,Indian Food Nutrition dataset provided by user
IND-0733,Butterfly biscuit,341.45,25.33,9.98,22.11,2.44,1.02,572.05,202.49,1.09,0.03,2.63,Indian Food Nutrition dataset provided by user
IND-0734,Flan pastry,445.8,47.84,6.72,25.04,6.22,1.58,193.23,21.85,1.15,0.0,7.11,Indian Food Nutrition dataset provided by user
IND-0735,Fruit flan,261.35,34.71,3.3,12.48,9.52,0.71,110.04,19.28,0.61,3.3,33.99,Indian Food Nutrition dataset provided by user
IND-0736,Orange cream flan,280.28,36.16,4.73,13.59,25.27,0.63,82.41,27.9,0.93,43.79,76.78,Indian Food Nutrition dataset provided by user
IND-0737,Fruit puree tart,286.5,30.42,3.35,16.83,9.79,1.31,49.65,19.64,0.63,2.6,6.05,Indian Food Nutrition dataset provided by user
IND-0738,Apple banana pie,243.99,32.12,3.13,11.39,12.96,1.89,384.43,21.23,0.79,8.88,31.98,Indian Food Nutrition dataset provided by user
IND-0739,Lemon chiffon pie,259.31,27.63,4.88,14.52,11.39,0.66,94.95,34.43,0.61,7.18,51.7,Indian Food Nutrition dataset provided by user
IND-0740,Orange chiffon pie,207.57,23.14,3.89,11.16,10.46,0.7,73.23,30.34,0.62,84.88,91.24,Indian Food Nutrition dataset provided by user
IND-0741,Cream buns,215.74,14.16,4.45,15.81,5.95,0.31,45.49,45.27,0.5,0.33,9.28,Indian Food Nutrition dataset provided by user
IND-0742,Savoury puffs,190.79,10.8,9.51,15.24,4.51,0.33,2274.24,68.83,1.19,1.49,15.04,Indian Food Nutrition dataset provided by user
IND-0743,Choux swans,216.34,14.92,4.35,15.6,6.13,0.35,145.08,44.67,0.51,4.27,18.67,Indian Food Nutrition dataset provided by user
IND-0744,Potato aigrettes,530.03,8.01,2.35,54.24,0.73,0.45,112.45,9.2,0.45,1.16,3.35,Indian Food Nutrition dataset provided by user
IND-0745,Cream horns,408.23,23.12,3.42,33.55,7.12,0.6,57.11,30.93,0.44,0.5,8.8,Indian Food Nutrition dataset provided by user
IND-0746,Savoury cheese horns,295.15,21.38,5.66,20.71,2.74,0.73,212.28,121.83,0.63,2.31,8.51,Indian Food Nutrition dataset provided by user
IND-0747,Paneer patties,338.58,22.79,7.6,23.96,4.04,1.18,158.44,129.9,0.79,3.3,31.26,Indian Food Nutrition dataset provided by user
IND-0748,Vegetable patties,261.92,20.98,4.01,17.74,1.49,2.62,139.52,18.96,0.87,13.92,22.85,Indian Food Nutrition dataset provided by user
IND-0749,Pearl millet infant food (Bajra shishu aahaar),362.44,62.1,11.98,6.62,26.06,7.84,12.67,118.52,5.67,0.0,24.14,Indian Food Nutrition dataset provided by user
IND-0750,Sajina,345.26,66.87,10.81,3.03,25.89,7.62,11.7,54.4,5.39,0.0,20.4,Indian Food Nutrition dataset provided by user
IND-0751,Finger millet infant food (Ragi shishu aahaar),327.91,62.24,7.87,4.71,24.89,8.68,14.65,225.55,3.61,0.0,17.47,Indian Food Nutrition dataset provided by user
IND-0752,Paushtik daliya,280.9,50.77,8.23,4.42,20.08,5.43,8.04,36.56,2.6,0.0,19.24,Indian Food Nutrition dataset provided by user
IND-0753,Sorghum infant food (Jowar shishu aahaar),342.34,62.66,10.22,4.64,25.48,6.86,13.25,75.1,4.45,0.0,22.42,Indian Food Nutrition dataset provided by user
IND-0754,Paushtik sewian,342.27,67.8,9.75,2.77,25.82,6.59,10.87,26.54,3.77,0.0,19.78,Indian Food Nutrition dataset provided by user
IND-0755,Nutritious infant food (Paushtik shishu aahaar),346.54,64.21,9.45,4.72,25.41,6.57,11.53,42.84,3.95,0.0,20.89,Indian Food Nutrition dataset provided by user
IND-0756,Sorghum khichdi (Jowar ki khichdi),102.43,15.71,2.83,2.73,0.3,1.86,95.54,22.75,1.19,0.37,13.79,Indian Food Nutrition dataset provided by user
IND-0757,Wheat and sprouted moong cheela/chilla (Atta aur ankuri moong dal ka cheela/chilla),758.82,7.49,2.02,80.12,0.3,1.38,74.77,10.02,0.67,3.8,34.4,Indian Food Nutrition dataset provided by user
IND-0758,Moong dal and vegetable stuffed cheela/chilla,738.97,7.27,1.85,78.23,0.31,1.4,75.05,10.36,0.66,6.34,36.75,Indian Food Nutrition dataset provided by user
IND-0759,Sprouted wheat halwa,165.73,28.87,1.97,4.36,17.47,1.75,4.32,15.68,0.96,0.04,3.83,Indian Food Nutrition dataset provided by user
IND-0760,Paushtik halwa,201.27,33.02,2.77,5.92,19.34,2.2,4.8,21.57,1.17,0.0,7.16,Indian Food Nutrition dataset provided by user
IND-0761,Carrot and semolina halwa (Gajar aur suji ka halwa),187.97,27.18,2.73,7.21,19.72,1.96,4.64,15.93,0.76,6.53,8.08,Indian Food Nutrition dataset provided by user
IND-0762,Mixed flour halwa,200.75,32.74,2.84,5.96,19.23,2.23,4.7,21.72,1.21,0.0,6.72,Indian Food Nutrition dataset provided by user
IND-0763,Soyabean ladoo,478.43,62.88,8.81,22.95,37.89,4.41,5.32,25.04,1.49,0.0,24.35,Indian Food Nutrition dataset provided by user
IND-0764,Sprouted wheat ladoo,477.58,62.84,8.88,22.86,37.86,4.43,5.37,25.26,1.5,0.0,24.49,Indian Food Nutrition dataset provided by user
IND-0765,Sorghum ladoo (Jowar ladoo),474.34,62.33,9.58,22.42,37.66,4.61,5.9,34.02,1.83,0.0,24.89,Indian Food Nutrition dataset provided by user
IND-0766,Paushtik panjiri,444.6,58.37,9.31,21.05,28.25,5.1,5.83,38.16,2.29,0.0,17.48,Indian Food Nutrition dataset provided by user
IND-0767,Paushtik mathri,800.71,11.83,1.9,82.49,0.3,0.85,67.75,8.23,0.56,0.0,3.31,Indian Food Nutrition dataset provided by user
IND-0768,Soyabean sev,840.48,3.75,2.44,90.6,0.16,1.48,77.72,12.01,0.59,0.79,22.48,Indian Food Nutrition dataset provided by user
IND-0769,Corn and potato cutlet,706.77,6.86,1.64,74.79,0.47,0.71,76.51,7.24,0.47,12.63,24.08,Indian Food Nutrition dataset provided by user
IND-0770,Soyabean pakora/pakoda,676.88,4.78,2.78,72.23,0.22,1.52,70.99,14.65,0.61,0.0,17.41,Indian Food Nutrition dataset provided by user
IND-0771,Peanut and sago vada (Moongfali aur sabudana vada),713.88,7.9,1.72,75.25,0.27,1.04,78.71,12.98,0.55,10.6,28.16,Indian Food Nutrition dataset provided by user
IND-0772,Semolina and vegetable idli (Suji aur sabziyon ki idli),229.41,37.13,8.19,3.87,3.55,6.81,1301.81,91.89,2.06,7.57,28.62,Indian Food Nutrition dataset provided by user
IND-0773,Mixed flour dhokla,203.26,27.56,12.22,4.8,4.35,4.75,341.24,116.36,1.65,0.68,34.02,Indian Food Nutrition dataset provided by user
IND-0774,Rice (Raw milled),356.36,78.24,7.94,0.52,0.66,2.81,4.24,7.49,0.65,0.0,9.32,Indian Food Nutrition dataset provided by user
IND-0775,Rice (Parboiled),351.58,76.56,7.66,0.64,0.58,4.07,7.26,9.91,0.85,0.0,10.68,Indian Food Nutrition dataset provided by user
IND-0776,Wheat flour,320.27,64.08,10.59,1.47,1.74,11.23,3.06,39.36,3.97,0.0,36.56,Indian Food Nutrition dataset provided by user
IND-0777,Refined wheat flour (Maida),352.06,73.89,10.34,0.67,1.29,2.76,3.46,15.34,1.38,0.0,17.2,Indian Food Nutrition dataset provided by user
IND-0778,Semolina (Suji/Rawa),333.65,68.96,10.22,0.73,1.64,6.46,2.94,18.06,1.69,0.0,16.5,Indian Food Nutrition dataset provided by user
IND-0779,Vermicelli (dry),332.7,69.57,9.75,0.73,1.72,6.23,2.44,16.29,1.52,0.0,16.34,Indian Food Nutrition dataset provided by user
IND-0780,Flattened rice (Poha/Chivda),346.08,77.34,6.67,0.48,1.41,3.43,18.3,17.38,2.78,0.0,17.94,Indian Food Nutrition dataset provided by user
IND-0781,Puffed rice (Murmura),325.29,73.65,6.01,0.11,0.44,2.98,16.92,10.15,1.77,0.0,15.93,Indian Food Nutrition dataset provided by user
IND-0782,Bengal gram whole (Kala chana),287.05,38.74,17.23,4.55,4.72,25.22,27.05,56.55,4.64,0.0,186.06,Indian Food Nutrition dataset provided by user
IND-0783,Bengal gram split (Chana dal),329.11,46.12,20.53,4.69,3.77,15.28,34.0,45.41,3.77,0.0,148.61,Indian Food Nutrition dataset provided by user
IND-0784,Chickpeas (Kabuli chana),359.7,51.05,21.57,5.55,3.61,15.3,42.47,49.25,4.31,0.0,195.4,Indian Food Nutrition dataset provided by user
IND-0785,Cow pea (Lobia),320.27,51.86,19.7,1.05,4.54,16.03,8.74,70.93,4.66,0.0,133.09,Indian Food Nutrition dataset provided by user
IND-0786,Green gram whole (Sabut moong),293.74,40.78,22.53,1.46,4.01,17.06,28.21,75.14,3.79,0.0,140.45,Indian Food Nutrition dataset provided by user
IND-0787,Green gram split (Moong dal),325.76,46.88,23.65,1.46,3.65,8.23,28.32,53.47,3.15,0.0,129.41,Indian Food Nutrition dataset provided by user
IND-0788,Kidney beans (Rajma),299.24,42.34,19.92,1.38,4.11,18.06,12.51,105.74,5.14,0.0,132.84,Indian Food Nutrition dataset provided by user
IND-0789,Lentil (Masoor dal),314.77,47.53,24.25,0.73,2.44,11.53,10.66,42.49,3.58,0.0,107.56,Indian Food Nutrition dataset provided by user
IND-0790,Moth beans,315.73,47.53,22.25,1.69,3.22,10.22,14.65,83.05,4.86,0.0,158.42,Indian Food Nutrition dataset provided by user
IND-0791,Peas dry (Matar),303.3,44.92,19.74,1.15,4.28,14.88,16.29,54.1,4.42,0.0,76.54,Indian Food Nutrition dataset provided by user
IND-0792,Pigeon pea (Toor/Arhar dal),330.78,50.38,22.3,1.47,4.85,9.12,18.49,58.85,2.74,0.0,103.49,Indian Food Nutrition dataset provided by user
IND-0793,Soyabean,381.45,20.93,36.49,15.65,6.1,21.56,15.08,240.56,6.91,0.0,225.13,Indian Food Nutrition dataset provided by user
IND-0794,Black gram whole (Sabut urad),291.11,40.42,21.87,1.42,3.31,20.44,23.51,68.42,3.95,0.0,142.32,Indian Food Nutrition dataset provided by user
IND-0795,Black gram split (Urad dal),328.15,48.06,23.54,1.45,3.37,9.52,24.16,56.78,3.26,0.0,131.25,Indian Food Nutrition dataset provided by user
IND-0796,Bathua leaves,31.55,2.94,3.71,0.47,0.59,4.28,82.63,230.12,4.21,66.42,68.56,Indian Food Nutrition dataset provided by user
IND-0797,Cabbage (Patta gobhi),21.51,3.42,1.38,0.11,2.02,2.83,27.05,44.62,0.58,62.74,83.67,Indian Food Nutrition dataset provided by user
IND-0798,Coriander leaves (Dhania patta),31.07,1.96,3.33,0.61,0.58,4.72,42.84,184.22,5.26,45.24,89.5,Indian Food Nutrition dataset provided by user
IND-0799,Fenugreek leaves (Methi patta),34.42,3.12,3.99,0.59,0.72,4.89,76.19,274.65,5.68,52.34,142.06,Indian Food Nutrition dataset provided by user
IND-0800,Mint leaves (Pudina),37.05,3.84,3.91,0.56,0.92,5.18,48.24,200.56,6.34,27.18,114.28,Indian Food Nutrition dataset provided by user
IND-0801,Mustard leaves (Sarson ka saag),30.11,2.63,3.01,0.62,0.68,4.12,65.41,195.42,4.01,48.26,112.54,Indian Food Nutrition dataset provided by user
IND-0802,Radish leaves (Mooli ke patte),26.05,2.44,2.65,0.41,0.54,3.78,74.22,168.34,3.88,40.12,78.23,Indian Food Nutrition dataset provided by user
IND-0803,Spinach (Palak),24.38,1.98,2.86,0.48,0.45,2.56,58.52,73.24,2.71,28.14,194.33,Indian Food Nutrition dataset provided by user
IND-0804,Bitter gourd (Karela),20.79,2.84,1.65,0.21,1.15,3.48,15.65,23.14,0.68,96.42,68.23,Indian Food Nutrition dataset provided by user
IND-0805,Bottle gourd (Lauki/Ghiya),14.58,2.52,0.62,0.12,1.38,1.42,1.86,18.06,0.47,10.24,14.65,Indian Food Nutrition dataset provided by user
IND-0806,Brinjal (Baingan),24.86,4.03,1.41,0.18,2.34,3.42,3.11,18.25,0.38,12.04,18.42,Indian Food Nutrition dataset provided by user
IND-0807,Capsicum (Shimla mirch),24.14,4.24,1.29,0.19,2.41,2.18,5.71,13.44,0.57,137.24,54.12,Indian Food Nutrition dataset provided by user
IND-0808,Cauliflower (Phool gobhi),22.94,3.48,2.15,0.24,1.86,2.81,39.64,33.12,0.72,56.42,78.14,Indian Food Nutrition dataset provided by user
IND-0809,Cucumber (Kheera),13.86,2.19,0.73,0.11,1.42,1.05,10.22,14.56,0.28,7.42,14.28,Indian Food Nutrition dataset provided by user
IND-0810,French beans,26.05,3.96,1.82,0.21,1.48,3.22,4.86,50.14,0.86,16.24,48.56,Indian Food Nutrition dataset provided by user
IND-0811,Green chillies (Hari mirch),45.65,6.12,2.38,0.55,2.14,4.24,14.65,18.42,1.22,111.42,42.18,Indian Food Nutrition dataset provided by user
IND-0812,Ladies finger/Okra (Bhindi),27.49,4.24,1.88,0.19,1.48,3.64,6.86,66.14,0.76,16.42,64.28,Indian Food Nutrition dataset provided by user
IND-0813,Pumpkin (Kaddu),23.42,4.62,1.04,0.12,2.65,1.78,2.14,24.12,0.48,15.62,18.45,Indian Food Nutrition dataset provided by user
IND-0814,Ridge gourd (Tori/Turai),15.06,2.64,0.82,0.14,1.42,1.68,2.74,18.45,0.46,5.42,16.84,Indian Food Nutrition dataset provided by user
IND-0815,Round gourd (Tinda),19.36,3.42,1.18,0.12,1.86,1.42,2.12,25.14,0.84,18.24,24.56,Indian Food Nutrition dataset provided by user
IND-0816,Snake gourd (Chichinda),16.49,2.86,0.92,0.16,1.48,1.86,3.42,26.14,0.42,12.45,18.92,Indian Food Nutrition dataset provided by user
IND-0817,Tomato (Tamatar),18.21,3.12,0.88,0.2,2.24,1.72,12.85,13.24,0.41,27.12,28.45,Indian Food Nutrition dataset provided by user
IND-0818,Beetroot (Chukandar),35.61,7.24,1.61,0.12,5.42,2.83,54.12,18.24,0.79,8.42,78.56,Indian Food Nutrition dataset provided by user
IND-0819,Carrot (Gajar),33.22,6.78,0.95,0.22,4.86,3.22,35.42,34.12,0.54,5.86,22.14,Indian Food Nutrition dataset provided by user
IND-0820,Colocasia/Taro root (Arbi),89.63,19.24,2.21,0.18,1.42,2.86,8.42,40.12,1.14,5.24,28.56,Indian Food Nutrition dataset provided by user
IND-0821,Onion (Pyaaz),48.76,9.84,1.42,0.15,4.72,2.14,4.24,31.25,0.48,7.42,19.45,Indian Food Nutrition dataset provided by user
IND-0822,Potato (Aloo),70.27,15.24,1.62,0.14,1.12,1.72,6.42,10.25,0.52,17.42,16.85,Indian Food Nutrition dataset provided by user
IND-0823,Radish (Mooli),17.21,3.14,0.68,0.1,1.86,1.62,21.42,35.12,0.42,15.42,18.56,Indian Food Nutrition dataset provided by user
IND-0824,Sweet potato (Shakarkandi),86.04,19.86,1.57,0.15,4.18,3.01,27.42,28.14,0.72,17.12,14.28,Indian Food Nutrition dataset provided by user
IND-0825,Elephant foot yam (Zimikand/Suran),79.35,17.42,1.84,0.16,1.24,2.42,9.12,50.14,0.62,12.14,16.54,Indian Food Nutrition dataset provided by user
IND-0826,Garlic (Lehsun),123.09,24.28,6.36,0.52,2.42,2.86,15.24,181.42,1.72,14.24,12.56,Indian Food Nutrition dataset provided by user
IND-0827,Ginger (Adrak),54.78,10.42,1.82,0.74,1.86,2.42,12.14,20.14,1.62,5.24,14.86,Indian Food Nutrition dataset provided by user
IND-0828,Mushroom (Button),22.47,3.26,3.09,0.34,1.65,1.02,5.14,3.24,0.54,2.14,24.12,Indian Food Nutrition dataset provided by user
IND-0829,Apple (Seb),52.11,13.81,0.26,0.17,10.39,2.4,1.0,6.0,0.12,4.6,3.0,Indian Food Nutrition dataset provided by user
IND-0830,Banana (Kela),89.05,22.84,1.09,0.33,12.23,2.6,1.0,5.0,0.26,8.7,20.0,Indian Food Nutrition dataset provided by user
IND-0831,Grapes (Angoor),69.21,18.1,0.72,0.16,15.48,0.9,2.0,10.0,0.36,3.2,2.0,Indian Food Nutrition dataset provided by user
IND-0832,Guava (Amrood),68.14,14.32,2.55,0.95,8.92,5.4,2.0,18.0,0.26,228.3,49.0,Indian Food Nutrition dataset provided by user
IND-0833,Mango (Aam),60.28,14.98,0.82,0.38,13.66,1.6,1.0,11.0,0.16,36.4,43.0,Indian Food Nutrition dataset provided by user
IND-0834,Orange (Santra),47.12,11.75,0.94,0.12,9.35,2.4,0.0,40.0,0.1,53.2,30.0,Indian Food Nutrition dataset provided by user
IND-0835,Papaya (Papita),43.07,10.82,0.47,0.26,7.82,1.7,8.0,20.0,0.25,60.9,37.0,Indian Food Nutrition dataset provided by user
IND-0836,Pineapple (Ananas),50.15,13.12,0.54,0.12,9.85,1.4,1.0,13.0,0.29,47.8,18.0,Indian Food Nutrition dataset provided by user
IND-0837,Pomegranate (Anaar),83.22,18.7,1.67,1.17,13.67,4.0,3.0,10.0,0.3,10.2,38.0,Indian Food Nutrition dataset provided by user
IND-0838,Watermelon (Tarbooj),30.12,7.55,0.61,0.15,6.2,0.4,1.0,7.0,0.24,8.1,3.0,Indian Food Nutrition dataset provided by user
IND-0839,Cow Milk (Whole),61.42,4.81,3.27,3.66,4.81,0.0,49.0,120.0,0.03,1.0,5.0,Indian Food Nutrition dataset provided by user
IND-0840,Buffalo Milk,97.12,5.18,3.75,6.87,5.18,0.0,52.0,169.0,0.12,1.0,6.0,Indian Food Nutrition dataset provided by user
IND-0841,Curd/Dahi (Whole milk),60.85,4.66,3.47,3.52,4.66,0.0,46.0,121.0,0.05,1.0,7.0,Indian Food Nutrition dataset provided by user
IND-0842,Paneer (Cottage cheese),265.41,3.38,18.3,20.78,2.12,0.0,18.0,480.0,0.42,0.0,18.0,Indian Food Nutrition dataset provided by user
IND-0843,Khoya/Mawa,321.45,25.32,14.62,18.54,20.12,0.0,98.0,650.0,0.85,1.0,24.0,Indian Food Nutrition dataset provided by user
IND-0844,Butter (White/Makhan),717.3,0.58,0.85,81.11,0.58,0.0,11.0,24.0,0.16,0.0,3.0,Indian Food Nutrition dataset provided by user
IND-0845,Ghee (Desi ghee),899.1,0.0,0.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Indian Food Nutrition dataset provided by user
IND-0846,Egg Whole (Raw),143.12,0.72,12.56,9.51,0.37,0.0,142.0,56.0,1.75,0.0,44.0,Indian Food Nutrition dataset provided by user
IND-0847,Egg White,52.09,0.73,10.9,0.17,0.71,0.0,166.0,7.0,0.08,0.0,4.0,Indian Food Nutrition dataset provided by user
IND-0848,Egg Yolk,322.45,3.59,15.86,26.54,0.56,0.0,48.0,129.0,2.73,0.0,56.0,Indian Food Nutrition dataset provided by user
IND-0849,Chicken (Broiler/Meat with skin),215.34,0.0,18.6,15.06,0.0,0.0,70.0,15.0,1.26,1.6,6.0,Indian Food Nutrition dataset provided by user
IND-0850,Chicken Breast (Boneless skinless),165.12,0.0,31.02,3.57,0.0,0.0,65.0,14.0,1.04,1.2,4.0,Indian Food Nutrition dataset provided by user
